2011,9,22,1139585.0
2011,9,23,1142561.0
2011,9,26,1141205.0
2011,9,27,1136513.0
2011,9,28,1133813.0
2011,9,29,1126085.0
2011,9,30,1114985.0
2011,10,3,1106921.0
2011,10,4,1104401.0
2011,10,5,1111301.0
2011,10,6,1110245.0
2011,10,7,1101161.0
2011,10,10,1123973.0
2011,10,11,1137749.0
2011,10,12,1140029.0
2011,10,13,1147517.0
2011,10,14,1163801.0
2011,10,17,1161389.0
2011,10,18,1164089.0
2011,10,19,1135745.0
2011,10,20,1131773.0
2011,10,21,1128845.0
2011,10,24,1144325.0
2011,10,25,1134725.0
2011,10,26,1138121.0
2011,10,27,1143029.0
2011,10,28,1143341.0
2011,10,31,1143137.0
2011,11,1,1133213.0
2011,11,2,1134293.0
2011,11,3,1141085.0
2011,11,4,1137689.0
2011,11,7,1137077.0
2011,11,8,1144877.0
2011,11,9,1131737.0
2011,11,10,1119665.0
2011,11,11,1118945.0
2011,11,14,1112513.0
2011,11,15,1123997.0
2011,11,16,1119125.0
2011,11,17,1110293.0
2011,11,18,1107329.0
2011,11,21,1100213.0
2011,11,22,1109213.0
2011,11,23,1097789.0
2011,11,25,1093685.0
2011,11,28,1108745.0
2011,11,29,1105241.0
2011,11,30,1116041.0
2011,12,1,1122917.0
2011,12,2,1125041.0
2011,12,5,1129013.0
2011,12,6,1126541.0
2011,12,7,1124309.0
2011,12,8,1126193.0
2011,12,9,1129745.0
2011,12,12,1127609.0
2011,12,13,1123973.0
2011,12,14,1113629.0
2011,12,15,1112129.0
2011,12,16,1114625.0
2011,12,19,1116053.0
2011,12,20,1132541.0
